0,Florida State,ACC
1,Louisville,ACC
2,NC State,ACC
3,Georgia Tech,ACC
4,Virginia Tech,ACC
5,Clemson,ACC
6,Duke,ACC
7,North Carolina,ACC
8,Boston College,ACC
9,Miami,ACC
10,Syracuse,ACC
11,Pitt,ACC
12,Virginia,ACC
13,Wake Forest,ACC
14,SMU,American
15,Tulane,American
16,UTSA,American
17,Memphis,American
18,South Florida,American
19,Rice,American
20,Navy,American
21,North Texas,American
22,Florida Atlantic,American
23,UAB,American
24,Tulsa,American
25,Charlotte,American
26,Temple,American
27,East Carolina,American
28,UCF,Big 12
29,Houston,Big 12
30,Cincinnati,Big 12
31,Texas,Big 12
32,Oklahoma,Big 12
33,Oklahoma State,Big 12
34,Kansas State,Big 12
35,West Virginia,Big 12
36,Iowa State,Big 12
37,Kansas,Big 12
38,Texas Tech,Big 12
39,TCU,Big 12
40,BYU,Big 12
41,Baylor,Big 12
42,Michigan,Big Ten (East)
43,Ohio State,Big Ten (East)
44,Penn State,Big Ten (East)
45,Maryland,Big Ten (East)
46,Rutgers,Big Ten (East)
47,Michigan State,Big Ten (East)
48,Indiana,Big Ten (East)
49,Iowa,Big Ten (West)
50,Northwestern,Big Ten (West)
51,Wisconsin,Big Ten (West)
52,Minnesota,Big Ten (West)
53,Illinois,Big Ten (West)
54,Nebraska,Big Ten (West)
55,Purdue,Big Ten (West)
56,Liberty,CUSA
57,New Mexico State,CUSA
58,Jacksonville State,CUSA
59,Western Kentucky,CUSA
60,Middle Tennessee,CUSA
61,Louisiana Tech,CUSA
62,Sam Houston,CUSA
63,UTEP,CUSA
64,Florida Int'l,CUSA
65,Notre Dame,Ind
66,Army,Ind
67,Connecticut,Ind
68,Massachusetts,Ind
69,Miami (OH),MAC (East)
70,Ohio,MAC (East)
71,Bowling Green,MAC (East)
72,Buffalo,MAC (East)
73,Akron,MAC (East)
74,Kent State,MAC (East)
75,Toledo,MAC (West)
76,Northern Illinois,MAC (West)
77,Eastern Michigan,MAC (West)
78,Central Michigan,MAC (West)
79,Ball State,MAC (West)
80,Western Michigan,MAC (West)
81,Boise State,MWC
82,UNLV,MWC
83,San Jose State,MWC
84,Air Force,MWC
85,Wyoming,MWC
86,Fresno State,MWC
87,Utah State,MWC
88,Colorado State,MWC
89,Hawaii,MWC
90,New Mexico,MWC
91,San Diego State,MWC
92,Nevada,MWC
93,Washington,Pac-12
94,Oregon,Pac-12
95,Arizona,Pac-12
96,Oregon State,Pac-12
97,USC,Pac-12
98,Utah,Pac-12
99,UCLA,Pac-12
100,California,Pac-12
101,Washington State,Pac-12
102,Arizona State,Pac-12
103,Stanford,Pac-12
104,Colorado,Pac-12
105,Georgia,SEC (East)
106,Missouri,SEC (East)
107,Tennessee,SEC (East)
108,Kentucky,SEC (East)
109,Florida,SEC (East)
110,South Carolina,SEC (East)
111,Vanderbilt,SEC (East)
112,Alabama,SEC (West)
113,Ole Miss,SEC (West)
114,LSU,SEC (West)
115,Texas A&M,SEC (West)
116,Auburn,SEC (West)
117,Mississippi State,SEC (West)
118,Arkansas,SEC (West)
119,James Madison,Sun Belt (East)
120,Appalachian State,Sun Belt (East)
121,Coastal Carolina,Sun Belt (East)
122,Old Dominion,Sun Belt (East)
123,Georgia State,Sun Belt (East)
124,Georgia Southern,Sun Belt (East)
125,Marshall,Sun Belt (East)
126,Troy,Sun Belt (West)
127,Texas State,Sun Belt (West)
128,South Alabama,Sun Belt (West)
129,Arkansas State,Sun Belt (West)
130,Louisiana,Sun Belt (West)
131,Southern Miss,Sun Belt (West)
132,Louisiana-Monroe,Sun Belt (West)
